Région,District,Aire de santé,Population 2023 estimée (Les deux sexes),LiveBirths (Naissance vivante),0-11 mois,Femmes enceintes attendues,FAP (15-49 ans),enfants 0-59 mois,enfants 12-23 mois,enfants 12-59 mois,Adolescents 10-14 ans Féminin,15-19 ans Féminin,50 ans et plus Masculin,50 ans et plus Féminin
EXTRÊME-NORD,HINA,Zidim,15950,747,726,760,3625,3128,650,2401,1055,992,601,607
EXTRÊME-NORD,HINA,Zouvoul,18678,875,850,890,4244,3662,762,2812,1235,1161,704,711
EXTRÊME-NORD,KAELE,Bipaing,8142,381,371,388,1850,1596,332,1226,538,506,307,310
EXTRÊME-NORD,KAELE,Boboyo,8663,406,394,413,1969,1699,353,1304,573,539,327,330
EXTRÊME-NORD,KAELE,Djidoma,13751,644,626,655,3125,2696,561,2070,909,855,518,523
EXTRÊME-NORD,KAELE,Doumrou (Kaele),12669,593,577,603,2879,2484,517,1907,838,788,478,482
EXTRÊME-NORD,KAELE,Gaban,6523,305,297,311,1482,1279,266,982,431,406,246,248
EXTRÊME-NORD,KAELE,Gadas,5310,249,242,253,1207,1041,217,799,351,330,200,202
EXTRÊME-NORD,KAELE,Garey,7552,354,344,360,1716,1481,308,1137,499,470,285,287
EXTRÊME-NORD,KAELE,Going,3572,167,163,170,812,700,146,538,236,222,135,136
EXTRÊME-NORD,KAELE,Kaele,26904,1260,1225,1281,6114,5275,1097,4051,1779,1673,1014,1024
EXTRÊME-NORD,KAELE,Lara,7807,366,355,372,1774,1531,318,1175,516,485,294,297
EXTRÊME-NORD,KAELE,Mapoussere,4541,213,207,216,1032,890,185,684,300,282,171,173
EXTRÊME-NORD,KAELE,Midjivin,11864,556,540,565,2696,2326,484,1786,784,738,447,452
EXTRÊME-NORD,KAELE,Mindjil,8108,380,369,386,1842,1590,331,1221,536,504,306,309
EXTRÊME-NORD,KAELE,Moubare,2840,133,129,135,645,557,116,428,188,177,107,108
EXTRÊME-NORD,KAR_HAY,Datcheka,14859,696,676,708,3377,2914,606,2237,982,924,560,565
EXTRÊME-NORD,KAR_HAY,Doukoula 1,16372,767,745,780,3720,3210,668,2465,1083,1018,617,623
EXTRÊME-NORD,KAR_HAY,Doukoula 2,17905,839,815,853,4069,3511,730,2696,1184,1113,675,681
EXTRÊME-NORD,KAR_HAY,Gane,10670,500,486,508,2425,2092,435,1606,705,663,402,406
EXTRÊME-NORD,KAR_HAY,Going -Tala,11071,518,504,527,2516,2171,451,1667,732,688,417,421
EXTRÊME-NORD,KAR_HAY,Guissia,6120,287,279,291,1391,1200,250,921,405,381,231,233
EXTRÊME-NORD,KAR_HAY,Kada'a,7499,351,341,357,1704,1470,306,1129,496,466,283,285
EXTRÊME-NORD,KAR_HAY,Mogom (Kar Hay),8464,396,385,403,1923,1660,345,1274,560,526,319,322
EXTRÊME-NORD,KAR_HAY,Oulargo,8134,381,370,387,1848,1595,332,1225,538,506,307,310
EXTRÊME-NORD,KAR_HAY,Tchatibali,20661,968,941,984,4695,4051,843,3111,1366,1285,779,786
EXTRÊME-NORD,KAR_HAY,Werfeo,7806,366,355,372,1774,1531,318,1175,516,485,294,297
EXTRÊME-NORD,KAR_HAY,Zouaye,18699,876,851,891,4249,3667,763,2815,1236,1163,705,712
EXTRÊME-NORD,KOLOFATA,Amchide,26230,1228,1194,1249,5961,5143,1070,3949,1734,1631,989,998
EXTRÊME-NORD,KOLOFATA,Gujimdele,11604,543,528,553,2637,2275,473,1747,767,722,438,442
EXTRÊME-NORD,KOLOFATA,Kerawa,23284,1090,1060,1109,5291,4566,950,3506,1540,1448,878,886
EXTRÊME-NORD,KOLOFATA,Kolofata,38456,1801,1751,1832,8739,7540,1568,5790,2543,2391,1450,1464
EXTRÊME-NORD,KOLOFATA,Kouyape,7430,348,338,354,1689,1457,303,1119,491,462,280,283
EXTRÊME-NORD,KOLOFATA,Limani,15291,716,696,728,3475,2998,624,2302,1011,951,577,582
EXTRÊME-NORD,KOLOFATA,Tolkomari,9092,426,414,433,2066,1783,371,1369,601,565,343,346
EXTRÊME-NORD,KOUSSERI,Amchedire,50519,2366,2300,2406,11480,9906,2060,7606,3340,3141,1905,1923
EXTRÊME-NORD,KOUSSERI,Dabanga,6471,303,295,308,1470,1269,264,974,428,402,244,246
EXTRÊME-NORD,KOUSSERI,Hile Haoussa,67015,3139,3051,3192,15229,13140,2733,10089,4431,4167,2527,2550
EXTRÊME-NORD,KOUSSERI,Kalakafra,12648,592,576,602,2874,2480,516,1904,836,786,477,481
EXTRÊME-NORD,KOUSSERI,Madana,36864,1727,1678,1756,8377,7228,1503,5550,2437,2292,1390,1403
EXTRÊME-NORD,KOUSSERI,Madiako,42475,1989,1934,2023,9652,8329,1732,6395,2808,2641,1602,1617
EXTRÊME-NORD,KOUSSERI,Ndjagare,13677,641,623,651,3108,2682,558,2059,904,850,516,521
EXTRÊME-NORD,KOUSSERI,Ngodeni,15756,738,717,750,3580,3089,643,2372,1042,980,594,600
EXTRÊME-NORD,KOUSSERI,Pagui,71139,3332,3239,3388,16166,13949,2901,10710,4704,4424,2682,2707
EXTRÊME-NORD,KOUSSERI,Parpar,65984,3090,3004,3143,14994,12938,2691,9934,4363,4103,2488,2511
EXTRÊME-NORD,KOUSSERI,Zimado,31750,1487,1446,1512,7215,6226,1295,4780,2099,1974,1197,1208
EXTRÊME-NORD,KOUSSERI,Zina,15791,740,719,752,3588,3096,644,2377,1044,982,595,601
EXTRÊME-NORD,KOZA,Djingliya,17651,827,804,841,4011,3461,720,2657,1167,1098,666,672
EXTRÊME-NORD,KOZA,Gaboua,10449,489,476,498,2374,2049,426,1573,691,650,394,398
EXTRÊME-NORD,KOZA,Gouzda Wayam,11647,545,530,555,2647,2284,475,1753,770,724,439,443
EXTRÊME-NORD,KOZA,Koza 1,12852,602,585,612,2921,2520,524,1935,850,799,485,489
EXTRÊME-NORD,KOZA,Koza 2,16562,776,754,789,3763,3247,675,2493,1095,1030,624,630
EXTRÊME-NORD,KOZA,Mazi-oulad,9698,454,442,462,2204,1902,395,1460,641,603,366,369
EXTRÊME-NORD,KOZA,Mstikar,9566,448,436,456,2174,1876,390,1440,632,595,361,364
EXTRÊME-NORD,KOZA,Ndouvgui Kilda,8903,417,405,424,2023,1746,363,1340,589,554,336,339
EXTRÊME-NORD,KOZA,Hirche,7231,339,329,344,1643,1418,295,1089,478,450,273,275
EXTRÊME-NORD,MADA,Bargaram,9995,468,455,476,2271,1960,408,1505,661,622,377,380
EXTRÊME-NORD,MADA,Blangoua,39242,1838,1787,1869,8917,7695,1600,5908,2595,2440,1480,1493
EXTRÊME-NORD,MADA,Blaram,11047,517,503,526,2510,2166,451,1663,730,687,417,420
EXTRÊME-NORD,MADA,Darak,28360,1328,1291,1351,6445,5561,1157,4270,1875,1764,1069,1079
EXTRÊME-NORD,MADA,Hile  Alifa,23402,1096,1065,1115,5318,4589,954,3523,1547,1455,882,891
EXTRÊME-NORD,MADA,Kobro,5031,236,229,240,1143,986,205,757,333,313,190,191
EXTRÊME-NORD,MADA,Kofia,12088,566,550,576,2747,2370,493,1820,799,752,456,460
EXTRÊME-NORD,MADA,Mada,28014,1312,1275,1334,6366,5493,1142,4218,1852,1742,1056,1066
EXTRÊME-NORD,MADA,Naga,12701,595,578,605,2886,2490,518,1912,840,790,479,483
EXTRÊME-NORD,MADA,Tchika,8932,418,407,425,2030,1751,364,1345,591,555,337,340
EXTRÊME-NORD,MAGA,Guirvidig,63889,2992,2909,3043,14518,12527,2605,9619,4224,3973,2409,2431
EXTRÊME-NORD,MAGA,Maga,56101,2627,2554,2672,12748,11000,2288,8446,3709,3488,2115,2135
EXTRÊME-NORD,MAGA,Mazera,16383,767,746,780,3723,3212,668,2467,1083,1019,618,623
EXTRÊME-NORD,MAGA,Pouss,57706,2703,2627,2749,13113,11315,2353,8688,3815,3588,2176,2196
EXTRÊME-NORD,MAGA,Tekele,21117,989,961,1006,4799,4141,861,3179,1396,1313,796,804
EXTRÊME-NORD,MAKARY,Amchilga,16610,778,756,791,3775,3257,677,2501,1098,1033,626,632
EXTRÊME-NORD,MAKARY,Biamo,21512,1008,979,1025,4888,4218,877,3239,1422,1338,811,819
EXTRÊME-NORD,MAKARY,Bodo,25483,1193,1160,1214,5791,4997,1039,3837,1685,1585,961,970
EXTRÊME-NORD,MAKARY,Bomboyo,10015,469,456,477,2276,1964,408,1508,662,623,378,381
EXTRÊME-NORD,MAKARY,Makary,31437,1472,1431,1497,7144,6164,1282,4733,2079,1955,1185,1196
EXTRÊME-NORD,MAKARY,Ngouma,19355,906,881,922,4398,3795,789,2914,1280,1204,730,737
EXTRÊME-NORD,MAKARY,Woulky,20115,942,916,958,4571,3944,820,3028,1330,1251,758,766
EXTRÊME-NORD,MAROUA_I,Beguele,6978,327,318,332,1586,1368,285,1051,461,434,263,266
EXTRÊME-NORD,MAROUA_I,Domayo 2,46699,2187,2126,2224,10612,9157,1904,7031,3088,2904,1761,1777
EXTRÊME-NORD,MAROUA_I,Domayo Djarma,26557,1244,1209,1265,6035,5207,1083,3998,1756,1651,1001,1011
EXTRÊME-NORD,MAROUA_I,Domayo Kaigama,14840,695,676,707,3372,2910,605,2234,981,923,560,565
EXTRÊME-NORD,MAROUA_I,Katoual,11553,541,526,550,2625,2265,471,1739,764,718,436,440
EXTRÊME-NORD,MAROUA_I,Makabaye,15060,705,686,717,3422,2953,614,2267,996,936,568,573
EXTRÊME-NORD,MAROUA_I,Meskine,33300,1560,1516,1586,7567,6529,1358,5013,2202,2071,1256,1267
EXTRÊME-NORD,MAROUA_I,Ngassa,3778,177,172,180,859,741,154,569,250,235,142,144
EXTRÊME-NORD,MAROUA_I,Ouro Tchede,20715,970,943,987,4707,4062,845,3119,1370,1288,781,788
EXTRÊME-NORD,MAROUA_I,Palar,20748,972,945,988,4715,4068,846,3124,1372,1290,782,790
EXTRÊME-NORD,MAROUA_I,Salak,14508,679,661,691,3297,2845,592,2184,959,902,547,552
EXTRÊME-NORD,MAROUA_II,Dogba,38465,1801,1751,1832,8741,7542,1569,5791,2543,2392,1450,1464
EXTRÊME-NORD,MAROUA_II,Doualare,58417,2736,2660,2782,13275,11455,2382,8795,3862,3632,2203,2223
EXTRÊME-NORD,MAROUA_II,Founangue,26178,1226,1192,1247,5949,5133,1068,3941,1731,1628,987,996
EXTRÊME-NORD,MAROUA_II,Kossewa,7603,356,346,362,1728,1491,310,1145,503,473,287,289
EXTRÊME-NORD,MAROUA_II,Lopere,37333,1748,1700,1778,8484,7320,1522,5621,2468,2321,1408,1421
EXTRÊME-NORD,MAROUA_II,Papata,12393,580,564,590,2816,2430,505,1866,819,771,467,472
EXTRÊME-NORD,MAROUA_II,Zokok,41519,1944,1890,1978,9435,8141,1693,6251,2745,2582,1565,1580
EXTRÊME-NORD,MAROUA_III,Birio,3646,171,166,174,828,715,149,549,241,227,137,139
EXTRÊME-NORD,MAROUA_III,Dargala,23609,1106,1075,1125,5365,4629,963,3554,1561,1468,890,899
EXTRÊME-NORD,MAROUA_III,Djarengol Kodek,20264,949,923,965,4605,3973,826,3051,1340,1260,764,771
EXTRÊME-NORD,MAROUA_III,Djoulgouf,3505,164,160,167,797,687,143,528,232,218,132,133
EXTRÊME-NORD,MAROUA_III,Dougoi,91931,4306,4185,4379,20891,18026,3749,13841,6078,5716,3466,3499
EXTRÊME-NORD,MAROUA_III,Kaheo,4283,201,195,204,973,840,175,645,283,266,162,163
EXTRÊME-NORD,MAROUA_III,Kodek,7557,354,344,360,1717,1482,308,1138,500,470,285,288
EXTRÊME-NORD,MAROUA_III,Kongola,19332,905,880,921,4393,3791,788,2911,1278,1202,729,736
EXTRÊME-NORD,MAROUA_III,Ouro Zangui,9135,428,416,435,2076,1791,373,1375,604,568,344,348
EXTRÊME-NORD,MAROUA_III,Yoldeo,11154,522,508,531,2535,2187,455,1679,737,694,421,424
EXTRÊME-NORD,MERI,Doulek,14556,682,663,693,3308,2854,594,2191,962,905,549,554
EXTRÊME-NORD,MERI,Douroum (Meri),21164,991,964,1008,4809,4150,863,3186,1399,1316,798,805
EXTRÊME-NORD,MERI,Douvangar,11984,561,546,571,2723,2350,489,1804,792,745,452,456
EXTRÊME-NORD,MERI,Godola,30502,1429,1389,1453,6931,5981,1244,4592,2017,1897,1150,1161
EXTRÊME-NORD,MERI,Kalliao,28512,1335,1298,1358,6479,5591,1163,4293,1885,1773,1075,1085
EXTRÊME-NORD,MERI,Magawa,16203,759,738,772,3682,3177,661,2439,1071,1008,611,617
EXTRÊME-NORD,MERI,Manguirdla,31717,1485,1444,1511,7207,6219,1293,4775,2097,1972,1196,1207
EXTRÊME-NORD,MERI,Meftek Ouazzang,13680,641,623,652,3109,2682,558,2060,905,851,516,521
EXTRÊME-NORD,MERI,Meri,17466,818,795,832,3969,3425,712,2630,1155,1086,659,665
EXTRÊME-NORD,MINDIF,Djappai,5243,246,239,250,1191,1028,214,789,347,326,198,200
EXTRÊME-NORD,MINDIF,Doyang,5171,242,235,246,1175,1014,211,778,342,322,195,197
EXTRÊME-NORD,MINDIF,Loubour,7898,370,360,376,1795,1549,322,1189,522,491,298,301
EXTRÊME-NORD,MINDIF,Maoudine,11082,519,505,528,2518,2173,452,1669,733,689,418,422
EXTRÊME-NORD,MINDIF,Matfai,5491,257,250,262,1248,1077,224,827,363,341,207,209
EXTRÊME-NORD,MINDIF,Mendeo,3199,150,146,152,727,627,130,482,212,199,121,122
EXTRÊME-NORD,MINDIF,Mindif,9082,425,413,433,2064,1781,370,1367,601,565,342,346
EXTRÊME-NORD,MINDIF,Modjombodi,3404,159,155,162,774,668,139,513,225,212,128,130
EXTRÊME-NORD,MINDIF,Mogom (Mindif),8332,390,379,397,1893,1634,340,1254,551,518,314,317
EXTRÊME-NORD,MINDIF,Yakang,5023,235,229,239,1141,985,205,756,332,312,189,191
EXTRÊME-NORD,MOGODE,Houpou,15347,719,699,731,3487,3009,626,2311,1015,954,579,584
EXTRÊME-NORD,MOGODE,Kila,17315,811,788,825,3935,3395,706,2607,1145,1077,653,659
EXTRÊME-NORD,MOGODE,Kortchi,18311,858,834,872,4161,3590,747,2757,1211,1139,690,697
EXTRÊME-NORD,MOGODE,Kossehone,17571,823,800,837,3993,3445,717,2645,1162,1093,663,669
EXTRÊME-NORD,MOGODE,Mogode,17871,837,814,851,4061,3504,729,2691,1182,1111,674,680
EXTRÊME-NORD,MOGODE,Rhumsiki,12939,606,589,616,2940,2537,528,1948,856,805,488,492
EXTRÊME-NORD,MOGODE,Rhumzou,16292,763,742,776,3702,3194,664,2453,1077,1013,614,620
EXTRÊME-NORD,MOGODE,Sir,22571,1057,1028,1075,5129,4426,920,3398,1492,1404,851,859
EXTRÊME-NORD,MOKOLO,Gadala,9165,429,417,437,2083,1797,374,1380,606,570,346,349
EXTRÊME-NORD,MOKOLO,Goudour,13881,650,632,661,3154,2722,566,2090,918,863,523,528
EXTRÊME-NORD,MOKOLO,Gouloua Momboï,9509,445,433,453,2161,1865,388,1432,629,591,359,362
EXTRÊME-NORD,MOKOLO,Ldamang,8503,398,387,405,1932,1667,347,1280,562,529,321,324
EXTRÊME-NORD,MOKOLO,Ldamtsai Goda,8707,408,396,415,1979,1707,355,1311,576,541,328,331
EXTRÊME-NORD,MOKOLO,Magoumaz,20160,944,918,960,4581,3953,822,3035,1333,1254,760,767
EXTRÊME-NORD,MOKOLO,Mandaka Chechem,18402,862,838,877,4182,3608,750,2771,1217,1144,694,700
EXTRÊME-NORD,MOKOLO,Minawao,50892,2383,2317,2424,11565,9979,2075,7662,3365,3165,1919,1937
EXTRÊME-NORD,MOKOLO,Mokolo 1 (Mokolo),39121,1832,1781,1863,8890,7671,1595,5890,2587,2433,1475,1489
EXTRÊME-NORD,MOKOLO,Mokolo 2,11893,557,541,566,2703,2332,485,1791,786,740,448,453
EXTRÊME-NORD,MOKOLO,Mokong,20706,970,943,986,4705,4060,844,3117,1369,1288,781,788
EXTRÊME-NORD,MOKOLO,Mounhour,4662,218,212,222,1059,914,190,702,308,290,176,177
EXTRÊME-NORD,MOKOLO,Moutaz,6218,291,283,296,1413,1219,254,936,411,387,234,237
EXTRÊME-NORD,MOKOLO,Ouro Tada,32255,1511,1468,1536,7330,6325,1315,4856,2133,2006,1216,1228
EXTRÊME-NORD,MOKOLO,Toufou,8535,400,389,407,1939,1674,348,1285,564,531,322,325
EXTRÊME-NORD,MOKOLO,Tourou,19729,924,898,940,4483,3868,805,2970,1304,1227,744,751
EXTRÊME-NORD,MOKOLO,Vouzod,10485,491,477,499,2383,2056,428,1579,693,652,395,399
EXTRÊME-NORD,MOKOLO,Zamay,20327,952,925,968,4619,3986,829,3060,1344,1264,766,774
EXTRÊME-NORD,MOKOLO,Zamay Grede,10312,483,469,491,2343,2022,421,1552,682,641,389,392
EXTRÊME-NORD,MOKOLO,Zileng,9842,461,448,469,2237,1930,401,1482,651,612,371,375
EXTRÊME-NORD,MORA,Aissa Harde,20152,944,917,960,4579,3951,822,3034,1332,1253,760,767
EXTRÊME-NORD,MORA,Bounderi,12618,591,574,601,2867,2474,515,1900,834,785,476,480
EXTRÊME-NORD,MORA,Djounde,13967,654,636,665,3174,2739,570,2103,923,868,527,532
EXTRÊME-NORD,MORA,Godigong,13185,618,600,628,2996,2585,538,1985,872,820,497,502
EXTRÊME-NORD,MORA,Kossa,18871,884,859,899,4288,3700,770,2841,1248,1173,712,718
EXTRÊME-NORD,MORA,Kourgui,17485,819,796,833,3973,3429,713,2632,1156,1087,659,665
EXTRÊME-NORD,MORA,Magdeme,25908,1213,1180,1234,5887,5080,1057,3901,1713,1611,977,986
EXTRÊME-NORD,MORA,Massare,16567,776,754,789,3765,3248,676,2494,1095,1030,625,630
EXTRÊME-NORD,MORA,Mehe,9131,428,416,435,2075,1790,372,1375,604,568,344,348
EXTRÊME-NORD,MORA,Meme,52844,2475,2406,2517,12008,10362,2155,7956,3494,3286,1992,2011
EXTRÊME-NORD,MORA,Mora,59938,2807,2729,2855,13620,11753,2444,9024,3963,3727,2260,2281
EXTRÊME-NORD,MORA,Oudjilla,7333,343,334,349,1666,1438,299,1104,485,456,276,279
EXTRÊME-NORD,MORA,Potoko Nord,14096,660,642,671,3203,2764,575,2122,932,876,531,536
EXTRÊME-NORD,MORA,Tala Mokolo,19218,900,875,915,4367,3768,784,2893,1271,1195,725,731
EXTRÊME-NORD,MORA,Waza,17509,820,797,834,3979,3433,714,2636,1158,1089,660,666
EXTRÊME-NORD,MORA,ZIGAGUE,10138,475,462,483,2304,1988,413,1526,670,630,382,386
EXTRÊME-NORD,MOULVOUDAYE,Daram,17938,840,817,854,4076,3517,732,2701,1186,1115,676,683
EXTRÊME-NORD,MOULVOUDAYE,Goudoum,22273,1043,1014,1061,5061,4367,908,3353,1473,1385,840,848
EXTRÊME-NORD,MOULVOUDAYE,Guirling,14323,671,652,682,3255,2809,584,2156,947,891,540,545
EXTRÊME-NORD,MOULVOUDAYE,Horlong,12812,600,583,610,2911,2512,522,1929,847,797,483,488
EXTRÊME-NORD,MOULVOUDAYE,Kolara,15697,735,715,748,3567,3078,640,2363,1038,976,592,597
EXTRÊME-NORD,MOULVOUDAYE,Korre,24237,1135,1103,1154,5508,4752,988,3649,1602,1507,914,922
EXTRÊME-NORD,MOULVOUDAYE,Manga,14651,686,667,698,3329,2873,597,2206,969,911,552,558
EXTRÊME-NORD,MOULVOUDAYE,Moulvoudaye,42849,2007,1951,2041,9737,8402,1747,6451,2833,2664,1616,1631
EXTRÊME-NORD,MOUTOURWA,Damai,11525,540,525,549,2619,2260,470,1735,762,717,435,439
EXTRÊME-NORD,MOUTOURWA,Foulou,9511,445,433,453,2161,1865,388,1432,629,591,359,362
EXTRÊME-NORD,MOUTOURWA,Mouda,7622,357,347,363,1732,1494,311,1147,504,474,287,290
EXTRÊME-NORD,MOUTOURWA,Moutourwa,20327,952,925,968,4619,3986,829,3060,1344,1264,766,774
EXTRÊME-NORD,MOUTOURWA,Titing,11680,547,532,556,2654,2290,476,1758,772,726,440,445
EXTRÊME-NORD,MOZOGO,Assighassia,14590,683,664,695,3315,2861,595,2197,965,907,550,555
EXTRÊME-NORD,MOZOGO,Goldavi,6279,294,286,299,1427,1231,256,945,415,390,237,239
EXTRÊME-NORD,MOZOGO,Gouzda Vreket,3408,160,155,162,774,668,139,513,225,212,128,130
EXTRÊME-NORD,MOZOGO,Moskota,15555,729,708,741,3535,3050,634,2342,1028,967,586,592
EXTRÊME-NORD,MOZOGO,Mozogo,17319,811,789,825,3936,3396,706,2608,1145,1077,653,659
EXTRÊME-NORD,MOZOGO,Nguetchewe,12692,594,578,605,2884,2489,518,1911,839,789,479,483
EXTRÊME-NORD,MOZOGO,Ouzal,15319,717,697,730,3481,3004,625,2306,1013,953,578,583
EXTRÊME-NORD,MOZOGO,Zheleved,8274,388,377,394,1880,1622,337,1246,547,515,312,315
EXTRÊME-NORD,PETTE,Alagarno,7698,361,350,367,1749,1510,314,1159,509,479,290,293
EXTRÊME-NORD,PETTE,Djaoude,12678,594,577,604,2881,2486,517,1909,838,788,478,482
EXTRÊME-NORD,PETTE,Djoutabembal,6674,313,304,318,1517,1309,272,1005,441,415,252,254
EXTRÊME-NORD,PETTE,Doubbel,6459,303,294,308,1468,1266,263,972,427,402,244,246
EXTRÊME-NORD,PETTE,Fadare,12101,567,551,576,2750,2373,493,1822,800,752,456,461
EXTRÊME-NORD,PETTE,Malam Petel,10816,507,492,515,2458,2121,441,1628,715,673,408,412
EXTRÊME-NORD,PETTE,Pette,11833,554,539,564,2689,2320,483,1781,782,736,446,450
EXTRÊME-NORD,ROUA,Madakonai,12372,579,563,589,2811,2426,505,1863,818,769,466,471
EXTRÊME-NORD,ROUA,Medere,25013,1171,1139,1191,5684,4905,1020,3766,1654,1555,943,952
EXTRÊME-NORD,ROUA,Midre,23385,1095,1065,1114,5314,4585,954,3521,1546,1454,882,890
EXTRÊME-NORD,ROUA,Ndimche,7305,342,333,348,1660,1432,298,1100,483,454,275,278
EXTRÊME-NORD,ROUA,Roua,23288,1091,1060,1109,5292,4566,950,3506,1540,1448,878,886
EXTRÊME-NORD,ROUA,Soulede,16412,769,747,782,3729,3218,669,2471,1085,1021,619,625
EXTRÊME-NORD,TOKOMBERE,Kotraba,10054,471,458,479,2285,1971,410,1514,665,625,379,383
EXTRÊME-NORD,TOKOMBERE,Mada Kolkoch,12992,608,592,619,2952,2548,530,1956,859,808,490,494
EXTRÊME-NORD,TOKOMBERE,Makalingai,10565,495,481,503,2401,2072,431,1591,699,657,398,402
EXTRÊME-NORD,TOKOMBERE,Mambeza,7433,348,338,354,1689,1457,303,1119,491,462,280,283
EXTRÊME-NORD,TOKOMBERE,Mangave Dalil,23545,1103,1072,1121,5350,4617,960,3545,1557,1464,888,896
EXTRÊME-NORD,TOKOMBERE,Mayo Ouldeme,16885,791,769,804,3837,3311,689,2542,1116,1050,637,643
EXTRÊME-NORD,TOKOMBERE,Mbreme,6426,301,293,306,1460,1260,262,967,425,400,242,245
EXTRÊME-NORD,TOKOMBERE,Mokio,15268,715,695,727,3470,2994,623,2299,1010,949,576,581
EXTRÊME-NORD,TOKOMBERE,Palbara,9988,468,455,476,2270,1958,407,1504,660,621,377,380
EXTRÊME-NORD,TOKOMBERE,Tokombere 1,17875,837,814,851,4062,3505,729,2691,1182,1112,674,680
EXTRÊME-NORD,TOKOMBERE,Tokombere 2,14365,673,654,684,3264,2817,586,2163,950,893,542,547
EXTRÊME-NORD,TOKOMBERE,Warba,17274,809,786,823,3925,3387,704,2601,1142,1074,651,657
EXTRÊME-NORD,VELE,Begue Palam,13096,613,596,624,2976,2568,534,1972,866,814,494,498
EXTRÊME-NORD,VELE,Djafga,11932,559,543,568,2711,2340,487,1796,789,742,450,454
EXTRÊME-NORD,VELE,Doreissou,17512,820,797,834,3979,3434,714,2636,1158,1089,660,666
EXTRÊME-NORD,VELE,Gabaraye,17497,819,797,833,3976,3431,714,2634,1157,1088,660,666
EXTRÊME-NORD,VELE,Kai Kai,37380,1751,1702,1780,8494,7330,1524,5628,2472,2324,1409,1423
EXTRÊME-NORD,VELE,Kartoua,10083,472,459,480,2291,1977,411,1518,667,627,380,384
EXTRÊME-NORD,VELE,Kouro mokdaye,12563,588,572,598,2855,2463,512,1891,831,781,474,478
EXTRÊME-NORD,VELE,Madalam,17301,810,788,824,3932,3392,706,2605,1144,1076,652,658
EXTRÊME-NORD,VELE,Vele,18727,877,853,892,4255,3672,764,2819,1238,1164,706,713
EXTRÊME-NORD,VELE,Widigue,11627,545,529,554,2642,2280,474,1750,769,723,438,442
EXTRÊME-NORD,YAGOUA,Bougaye,20044,939,913,955,4555,3930,817,3018,1325,1246,756,763
EXTRÊME-NORD,YAGOUA,Dana,27477,1287,1251,1309,6244,5388,1121,4137,1817,1709,1036,1046
EXTRÊME-NORD,YAGOUA,Djongdong,14218,666,647,677,3231,2788,580,2141,940,884,536,541
EXTRÊME-NORD,YAGOUA,Gobio,7178,336,327,342,1631,1407,293,1081,475,446,271,273
EXTRÊME-NORD,YAGOUA,Hougno,10738,503,489,511,2440,2106,438,1617,710,668,405,409
EXTRÊME-NORD,YAGOUA,Kalfou,20176,945,919,961,4585,3956,823,3038,1334,1255,761,768
EXTRÊME-NORD,YAGOUA,Mass Gaya,12173,570,554,580,2766,2387,496,1833,805,757,459,463
EXTRÊME-NORD,YAGOUA,Vada Toukou,29721,1392,1353,1416,6754,5828,1212,4475,1965,1848,1121,1131
EXTRÊME-NORD,YAGOUA,Viri,16913,792,770,806,3843,3316,690,2546,1118,1052,638,644
EXTRÊME-NORD,YAGOUA,Vounaloum,18562,869,845,884,4218,3640,757,2795,1227,1154,700,706
EXTRÊME-NORD,YAGOUA,Yagoua,95502,4473,4348,4549,21702,18726,3895,14378,6314,5938,3601,3635
LITTORAL,BANGUE,Bonamoussadi,63189,1560,1502,1596,17147,7502,1454,6000,3320,2673,3751,3685
LITTORAL,BANGUE,Kotto (Bangue),53950,1332,1282,1363,14640,6405,1242,5123,2834,2282,3203,3146
LITTORAL,BANGUE,Logbessou 1,69999,1729,1664,1768,18995,8310,1611,6647,3677,2961,4155,4082
LITTORAL,BANGUE,Logpom  Makepe,76996,1901,1830,1945,20894,9141,1772,7311,4045,3257,4571,4490
LITTORAL,BANGUE,Makepe Missoke,55495,1370,1319,1402,15059,6588,1277,5269,2915,2348,3294,3236
LITTORAL,BANGUE,Massoumbou,12467,308,296,315,3383,1480,287,1184,655,527,740,727
LITTORAL,BANGUE,Bangue,63220,1561,1503,1597,17156,7506,1455,6003,3321,2674,3753,3687
LITTORAL,BOKO,Bobongo,48042,1186,1142,1214,13037,5704,1106,4562,2524,2032,2852,2802
LITTORAL,BOKO,Boko Plage,69581,1718,1654,1758,18882,8261,1602,6607,3655,2944,4131,4058
LITTORAL,BOKO,Boko Plateau,50912,1257,1210,1286,13816,6044,1172,4834,2675,2154,3022,2969
LITTORAL,BOKO,Cite Berge,46231,1142,1099,1168,12545,5489,1064,4390,2429,1956,2744,2696
LITTORAL,BOKO,Mbanga Pongo,40130,991,954,1014,10890,4764,924,3810,2108,1698,2382,2340
LITTORAL,BOKO,Newtown Airport,82778,2044,1968,2091,22463,9827,1905,7860,4349,3502,4914,4827
LITTORAL,BOKO,Ngodi Bakoko,36310,897,863,917,9853,4311,836,3448,1908,1536,2156,2118
LITTORAL,BONASSAMA,Bilingue,39042,964,928,986,10595,4635,899,3707,2051,1652,2318,2277
LITTORAL,BONASSAMA,Bojongo (Bonassama),70622,1744,1679,1784,19164,8384,1626,6706,3710,2988,4192,4119
LITTORAL,BONASSAMA,Bonamikano,60079,1484,1428,1518,16303,7133,1383,5705,3156,2542,3567,3504
