Région,District,Aire de santé,Population 2023 estimée (Les deux sexes),LiveBirths (Naissance vivante),0-11 mois,Femmes enceintes attendues,FAP (15-49 ans),enfants 0-59 mois,enfants 12-23 mois,enfants 12-59 mois,Adolescents 10-14 ans Féminin,15-19 ans Féminin,50 ans et plus Masculin,50 ans et plus Féminin
SUD,NIETE,Hevecam 2,21180,661,621,678,4692,2888,579,2267,1423,932,1388,1312
SUD,NIETE,Hevecam 3,12682,396,372,406,2809,1729,347,1358,852,558,831,786
SUD,NIETE,Adjap,4324,135,127,138,958,590,118,463,291,190,283,268
SUD,NIETE,Akom 2,18641,582,546,597,4130,2542,510,1996,1253,820,1222,1155
SUD,NIETE,Socapalm,7641,239,224,245,1693,1042,209,818,513,336,501,473
SUD,OLAMZE,Mekomengona,5923,185,174,190,1312,808,162,634,398,261,388,367
SUD,OLAMZE,Olamze,10567,330,310,338,2341,1441,289,1131,710,465,692,655
SUD,SANGMELIMA,Akomessing,4839,151,142,155,1072,660,132,518,325,213,317,300
SUD,SANGMELIMA,Akon,36456,1139,1068,1167,8076,4971,997,3903,2450,1604,2389,2258
SUD,SANGMELIMA,Avebe Esse,5299,165,155,170,1174,722,145,567,356,233,347,328
SUD,SANGMELIMA,Elom Yemfek,3427,107,100,110,759,467,94,367,230,151,225,212
SUD,SANGMELIMA,Meyomadjom,3742,117,110,120,829,510,102,401,251,165,245,232
SUD,SANGMELIMA,Meyomessi,5149,161,151,165,1141,702,141,551,346,227,337,319
SUD,SANGMELIMA,Mezesse,3626,113,106,116,803,494,99,388,244,160,238,225
SUD,SANGMELIMA,Nkolotou'outou,7315,228,214,234,1620,997,200,783,491,322,479,453
SUD,SANGMELIMA,Olounou,5942,186,174,190,1316,810,162,636,399,261,389,368
SUD,SANGMELIMA,Oveng Yemvak,6843,214,201,219,1516,933,187,733,460,301,448,424
SUD,SANGMELIMA,Nkolnguet,32257,1007,945,1033,7146,4398,882,3453,2167,1419,2114,1998
SUD,ZOETELE,Ebamina,3850,120,113,123,853,525,105,412,259,169,252,238
SUD,ZOETELE,Ekombite,4388,137,129,140,972,598,120,470,295,193,288,272
SUD,ZOETELE,Fibot,4558,142,134,146,1010,622,125,488,306,201,299,282
SUD,ZOETELE,Messam,3271,102,96,105,725,446,89,350,220,144,214,203
SUD,ZOETELE,Mfouladja,5038,157,148,161,1116,687,138,539,339,222,330,312
SUD,ZOETELE,Ndele,3976,124,117,127,881,542,109,426,267,175,261,246
SUD,ZOETELE,Nden,5155,161,151,165,1142,703,141,552,346,227,338,319
SUD,ZOETELE,Nkolbang,4206,131,123,135,932,574,115,450,283,185,276,261
SUD,ZOETELE,Zoetele,13934,435,408,446,3087,1900,381,1492,936,613,913,863
SUD-OUEST,AKWAYA,Akwa,7627,242,225,248,2057,1034,208,809,397,380,373,369
SUD-OUEST,AKWAYA,Akwaya,24633,783,726,802,6643,3338,672,2612,1282,1227,1206,1193
SUD-OUEST,AKWAYA,Amassi,5663,180,167,184,1527,767,154,601,295,282,277,274
SUD-OUEST,AKWAYA,Bagundu,23933,761,705,779,6454,3243,653,2538,1245,1193,1172,1159
SUD-OUEST,BAKASSI,Idabato,22313,709,657,726,6017,3024,608,2366,1161,1112,1092,1081
SUD-OUEST,BAKASSI,Isangele,4405,140,130,143,1188,597,120,467,229,220,216,213
SUD-OUEST,BAKASSI,Kombo Abedimo,4225,134,124,137,1139,572,115,448,220,210,207,205
SUD-OUEST,BAKASSI,Kombo Itindi,6447,205,190,210,1739,874,176,684,335,321,316,312
SUD-OUEST,BANGEM,Bangem,7029,223,207,229,1895,952,192,745,366,350,344,340
SUD-OUEST,BANGEM,Ebamut,2129,68,63,69,574,288,58,226,111,106,104,103
SUD-OUEST,BANGEM,Ekajoh Bajoh,3579,114,105,116,965,485,98,380,186,178,175,173
SUD-OUEST,BANGEM,Muabi,3340,106,98,109,901,453,91,354,174,166,164,162
SUD-OUEST,BANGEM,Muambong,8393,267,247,273,2263,1137,229,890,437,418,411,406
SUD-OUEST,BANGEM,Nkack,2592,82,76,84,699,351,71,275,135,129,127,126
SUD-OUEST,BUEA,Bokwaongo,13886,441,409,452,3745,1882,379,1473,722,692,680,673
SUD-OUEST,BUEA,Bova,5865,186,173,191,1582,795,160,622,305,292,287,284
SUD-OUEST,BUEA,Buea Road,53820,1710,1585,1752,14513,7293,1468,5708,2800,2682,2635,2607
SUD-OUEST,BUEA,Buea Town,16219,515,478,528,4374,2198,442,1720,844,808,794,786
SUD-OUEST,BUEA,Molyko,21863,695,644,712,5896,2963,596,2319,1137,1089,1070,1059
SUD-OUEST,BUEA,Muea,65295,2075,1923,2125,17608,8848,1781,6925,3397,3254,3196,3162
SUD-OUEST,BUEA,Tole,11344,361,334,369,3059,1537,309,1203,590,565,555,549
SUD-OUEST,EKONDO_TITI,Bafaka,2493,79,73,81,672,338,68,264,130,124,122,121
SUD-OUEST,EKONDO_TITI,Bamusso,5941,189,175,193,1602,805,162,630,309,296,291,288
SUD-OUEST,EKONDO_TITI,Bekora,11475,365,338,373,3094,1555,313,1217,597,572,562,556
SUD-OUEST,EKONDO_TITI,Bekumu,4537,144,134,148,1224,615,124,481,236,226,222,220
SUD-OUEST,EKONDO_TITI,Bisoro,3945,125,116,128,1064,535,108,418,205,197,193,191
SUD-OUEST,EKONDO_TITI,Ekondo Titi,18659,593,550,607,5032,2528,509,1979,971,930,913,904
SUD-OUEST,EKONDO_TITI,Illor,1719,55,51,56,463,233,47,182,89,86,84,83
SUD-OUEST,EKONDO_TITI,Kumbe Balue,3153,100,93,103,850,427,86,334,164,157,154,153
SUD-OUEST,EKONDO_TITI,Lobe,9109,289,268,296,2456,1234,248,966,474,454,446,441
SUD-OUEST,EYUMOJOCK,Afap,9581,304,282,312,2584,1298,261,1016,498,477,469,464
SUD-OUEST,EYUMOJOCK,Ekok (Eyumodjock),9387,298,276,305,2531,1272,256,996,488,468,460,455
SUD-OUEST,EYUMOJOCK,Eyumojock,17661,561,520,575,4762,2393,482,1873,919,880,865,855
SUD-OUEST,EYUMOJOCK,Kembong,5549,176,163,181,1496,752,151,588,289,276,272,269
SUD-OUEST,EYUMOJOCK,Ogurang,3002,95,88,98,809,407,82,318,156,150,147,145
SUD-OUEST,FONTEM,Azi,24194,769,713,787,6524,3278,660,2566,1259,1206,1184,1172
SUD-OUEST,FONTEM,Essoh Attah,8117,258,239,264,2189,1100,221,861,422,404,397,393
SUD-OUEST,FONTEM,Fojumetaw,24733,786,728,805,6670,3352,674,2623,1287,1232,1211,1198
SUD-OUEST,FONTEM,Fotabong,26310,836,775,856,7095,3565,717,2790,1369,1311,1288,1274
SUD-OUEST,FONTEM,Mbetta,10419,331,307,339,2810,1412,284,1105,542,519,510,505
SUD-OUEST,FONTEM,Menji,21856,695,644,711,5894,2962,596,2318,1137,1089,1070,1059
SUD-OUEST,FONTEM,Njungo,11434,363,337,372,3083,1549,312,1213,595,570,560,554
SUD-OUEST,FONTEM,Takwai,6128,195,180,199,1652,830,167,650,319,305,300,297
SUD-OUEST,KONYE,Ibemi,12876,409,379,419,3472,1745,351,1366,670,642,630,624
SUD-OUEST,KONYE,Ikiliwindi,34188,1087,1007,1113,9219,4633,932,3626,1779,1704,1674,1656
SUD-OUEST,KONYE,Konye,26201,833,772,853,7065,3550,714,2779,1363,1306,1283,1269
SUD-OUEST,KONYE,Kurume,9497,302,280,309,2561,1287,259,1007,494,473,465,460
SUD-OUEST,KONYE,Matoh Butu,21117,671,622,687,5695,2862,576,2240,1099,1052,1034,1023
SUD-OUEST,KONYE,Mbakwa Supe,11389,362,335,371,3071,1543,311,1208,593,568,558,552
SUD-OUEST,KONYE,Nyandong,15116,480,445,492,4076,2048,412,1603,786,753,740,732
SUD-OUEST,KONYE,Wone,10895,346,321,355,2938,1476,297,1155,567,543,533,528
SUD-OUEST,KUMBA SUD,Banga Bakundu,28713,913,846,934,7743,3891,783,3045,1494,1431,1406,1391
SUD-OUEST,KUMBA SUD,Ekombe Bonji,29038,923,855,945,7831,3935,792,3080,1511,1447,1421,1406
SUD-OUEST,KUMBA SUD,Fiango,62346,1981,1836,2029,16812,8448,1700,6612,3244,3107,3052,3020
SUD-OUEST,KUMBA SUD,Kumba Mbeng,77246,2455,2275,2514,20830,10467,2106,8192,4019,3849,3781,3741
SUD-OUEST,KUMBA SUD,Kumba Station,12499,397,368,407,3370,1694,341,1326,650,623,612,605
SUD-OUEST,KUMBA SUD,Mukonje,9819,312,289,320,2648,1331,268,1041,511,489,481,476
SUD-OUEST,KUMBA SUD,Ntam,50237,1597,1480,1635,13547,6807,1370,5328,2614,2503,2459,2433
SUD-OUEST,KUMBA NORD,Big Bekondo,14038,446,413,457,3786,1902,383,1489,730,700,687,680
SUD-OUEST,KUMBA NORD,Big Ngbandi,12283,390,362,400,3312,1664,335,1303,639,612,601,595
SUD-OUEST,KUMBA NORD,Dikome Balue,20025,636,590,652,5400,2714,546,2124,1042,998,980,970
SUD-OUEST,KUMBA NORD,Kumba Pulletin,15604,496,460,508,4208,2115,426,1655,812,778,764,756
SUD-OUEST,KUMBA NORD,Kumba Town,70319,2235,2071,2288,18963,9529,1918,7458,3658,3504,3442,3406
SUD-OUEST,KUMBA NORD,Massaka,5062,161,149,165,1365,686,138,537,263,252,248,245
SUD-OUEST,LIMBE,Batoke,20089,638,592,654,5417,2722,548,2131,1045,1001,983,973
SUD-OUEST,LIMBE,Bojongo (Limbe),40824,1297,1202,1329,11009,5532,1113,4330,2124,2034,1998,1977
SUD-OUEST,LIMBE,Bota,12198,388,359,397,3289,1653,333,1294,635,608,597,591
SUD-OUEST,LIMBE,Idenau,7538,240,222,245,2033,1021,206,799,392,376,369,365
SUD-OUEST,LIMBE,Mabeta,27463,873,809,894,7406,3721,749,2913,1429,1368,1344,1330
SUD-OUEST,LIMBE,Moliwe,67673,2151,1993,2202,18249,9170,1845,7177,3521,3372,3313,3278
SUD-OUEST,LIMBE,Sea Port,29540,939,870,961,7966,4003,806,3133,1537,1472,1446,1431
SUD-OUEST,LIMBE,Zone 2,10086,321,297,328,2720,1367,275,1070,525,503,494,488
SUD-OUEST,MAMFE,Bachuo Akagbe,12294,391,362,400,3315,1666,335,1304,640,613,602,595
SUD-OUEST,MAMFE,Kajifu,13916,442,410,453,3753,1886,379,1476,724,693,681,674
SUD-OUEST,MAMFE,Kendem,13290,422,391,433,3584,1801,362,1409,691,662,651,644
SUD-OUEST,MAMFE,Mamfe,42751,1359,1259,1391,11529,5793,1166,4534,2224,2130,2093,2071
SUD-OUEST,MAMFE,Tali,6757,215,199,220,1822,916,184,717,352,337,331,327
SUD-OUEST,MBONGE,Boa Balondo,8791,279,259,286,2371,1191,240,932,457,438,430,426
SUD-OUEST,MBONGE,Bokosso,9820,312,289,320,2648,1331,268,1042,511,489,481,476
SUD-OUEST,MBONGE,Kombone,38410,1221,1131,1250,10358,5205,1047,4074,1998,1914,1880,1860
SUD-OUEST,MBONGE,Kotto Barombi (Mbonge),15509,493,457,505,4182,2102,423,1645,807,773,759,751
SUD-OUEST,MBONGE,Mbonge (Mbonge),25469,809,750,829,6868,3451,695,2701,1325,1269,1247,1234
SUD-OUEST,MUNDEMBA,Lipenja,5195,165,153,169,1401,704,142,551,270,259,254,252
SUD-OUEST,MUNDEMBA,Madie Ngollo,1965,62,58,64,530,266,54,208,102,98,96,95
SUD-OUEST,MUNDEMBA,Mundemba,11888,378,350,387,3206,1611,324,1261,618,592,582,576
SUD-OUEST,MUNDEMBA,Pamol,4219,134,124,137,1138,572,115,447,220,210,207,204
SUD-OUEST,MUYUKA,Bafia,33254,1057,979,1082,8967,4506,907,3527,1730,1657,1628,1611
SUD-OUEST,MUYUKA,Ekona,22975,730,677,748,6195,3113,627,2437,1195,1145,1125,1113
SUD-OUEST,MUYUKA,Malende,18901,601,557,615,5097,2561,515,2005,983,942,925,915
SUD-OUEST,MUYUKA,Meanja,8232,262,242,268,2220,1116,224,873,428,410,403,399
SUD-OUEST,MUYUKA,Muyuka (Muyuka),39787,1264,1172,1295,10729,5391,1085,4220,2070,1982,1948,1927
SUD-OUEST,NGUTI,Ayong,4050,129,119,132,1092,549,110,430,211,202,198,196
SUD-OUEST,NGUTI,Bakogo,4747,151,140,154,1280,643,129,503,247,237,232,230
SUD-OUEST,NGUTI,Elumba Mbo,5860,186,173,191,1580,794,160,622,305,292,287,284
SUD-OUEST,NGUTI,Eyang Atem Ako,6428,204,189,209,1733,871,175,682,334,320,315,311
SUD-OUEST,NGUTI,Manyemen,7522,239,222,245,2029,1019,205,798,391,375,368,364
SUD-OUEST,NGUTI,Nguti 1,3452,110,102,112,931,468,94,366,180,172,169,167
SUD-OUEST,NGUTI,Nguti 2,3473,110,102,113,937,471,95,368,181,173,170,168
SUD-OUEST,NGUTI,Ntale,5183,165,153,169,1398,702,141,550,270,258,254,251
SUD-OUEST,TIKO,Holforth,41275,1312,1216,1343,11130,5593,1126,4377,2147,2057,2020,1999
SUD-OUEST,TIKO,Kange,5131,163,151,167,1384,695,140,544,267,256,251,248
SUD-OUEST,TIKO,Likomba,13005,413,383,423,3507,1762,355,1379,677,648,637,630
SUD-OUEST,TIKO,Missellele,6908,220,203,225,1863,936,188,733,359,344,338,335
SUD-OUEST,TIKO,Mondoni,3659,116,108,119,987,496,100,388,190,182,179,177
SUD-OUEST,TIKO,Mudeka,11307,359,333,368,3049,1532,308,1199,588,563,554,548
SUD-OUEST,TIKO,Mutengene,59105,1878,1741,1923,15938,8009,1612,6268,3075,2945,2893,2863
SUD-OUEST,TIKO,Tiko Town,23894,759,704,778,6443,3238,652,2534,1243,1191,1170,1157
SUD-OUEST,TOMBEL,Baseng,5176,164,152,168,1396,701,141,549,269,258,253,251
SUD-OUEST,TOMBEL,Ebonji,16548,526,487,539,4462,2242,451,1755,861,825,810,801
SUD-OUEST,TOMBEL,Edibenjock,11505,366,339,374,3102,1559,314,1220,599,573,563,557
SUD-OUEST,TOMBEL,Ndibenjock,7138,227,210,232,1925,967,195,757,371,356,349,346
SUD-OUEST,TOMBEL,Ndom,6616,210,195,215,1784,897,180,702,344,330,324,320
SUD-OUEST,TOMBEL,Nyassosso,8775,279,258,286,2366,1189,239,931,457,437,430,425
SUD-OUEST,TOMBEL,Tombel Town,29938,951,882,974,8073,4057,816,3175,1558,1492,1466,1450
SUD-OUEST,WABANE,Bamumbu,16813,534,495,547,4534,2278,458,1783,875,838,823,814
SUD-OUEST,WABANE,Bechati,20056,637,591,653,5408,2718,547,2127,1043,999,982,971
SUD-OUEST,WABANE,Fotang (Wabane),11801,375,348,384,3182,1599,322,1252,614,588,578,572
